Model,MSO2024B
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.02,
Sample Interval,1.6e-06,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,1,
Label,,
TIME,CH1,CH1 Peak Detect
2.45600e-03,0.82,-1.02
2.45760e-03,0.7,0.98
2.45920e-03,-0.34,-0.98
2.46080e-03,-0.9,0.98
2.46240e-03,0.1,-1.02
2.46400e-03,0.78,0.98
2.46560e-03,0.66,-0.98
2.46720e-03,-0.3,0.94
2.46880e-03,-0.86,-1.02
2.47040e-03,0.1,0.94
2.47200e-03,0.82,-1.02
2.47360e-03,0.7,0.98
2.47520e-03,-0.34,-0.98
2.47680e-03,-0.86,0.98
2.47840e-03,0.1,-0.98
2.48000e-03,0.82,0.98
2.48160e-03,0.7,-0.98
2.48320e-03,-0.34,0.94
2.48480e-03,-0.86,-0.98
2.48640e-03,0.1,0.98
2.48800e-03,0.78,-1.02
2.48960e-03,0.66,0.98
2.49120e-03,-0.34,-1.02
2.49280e-03,-0.86,0.98
2.49440e-03,0.0600001,-1.02
2.49600e-03,0.82,0.98
2.49760e-03,0.74,-0.98
2.49920e-03,-0.34,0.98
2.50080e-03,-0.86,-1.02
2.50240e-03,0.0600001,0.98
2.50400e-03,0.78,-0.98
2.50560e-03,0.7,0.98
2.50720e-03,-0.3,-0.98
2.50880e-03,-0.86,1.02
2.51040e-03,0.0600001,-0.98
2.51200e-03,0.82,0.98
2.51360e-03,0.7,-0.98
2.51520e-03,-0.3,0.98
2.51680e-03,-0.9,-0.98
2.51840e-03,0.0200001,0.98
2.52000e-03,0.78,-0.98
2.52160e-03,0.7,0.98
2.52320e-03,-0.3,-0.98
2.52480e-03,-0.86,0.98
2.52640e-03,0.0200001,-0.98
2.52800e-03,0.78,0.98
2.52960e-03,0.74,-0.98
2.53120e-03,-0.3,0.98
2.53280e-03,-0.86,-0.98
2.53440e-03,0.0200001,1.02
2.53600e-03,0.78,-0.98
2.53760e-03,0.7,1.02
2.53920e-03,-0.26,-0.94
2.54080e-03,-0.9,0.98
2.54240e-03,0.0200001,-0.94
2.54400e-03,0.74,1.02
2.54560e-03,0.74,-0.98
2.54720e-03,-0.26,1.02
2.54880e-03,-0.9,-0.98
2.55040e-03,-0.0199999,1.02
2.55200e-03,0.78,-0.98
2.55360e-03,0.74,1.02
2.55520e-03,-0.26,-0.94
2.55680e-03,-0.86,1.02
2.55840e-03,-0.0199999,-0.98
2.56000e-03,0.74,1.02
2.56160e-03,0.74,-0.94
2.56320e-03,-0.3,1.02
2.56480e-03,-0.86,-0.98
2.56640e-03,-0.0599999,1.02
2.56800e-03,0.78,-0.98
2.56960e-03,0.7,1.02
2.57120e-03,-0.26,-0.98
2.57280e-03,-0.86,1.02
2.57440e-03,-0.0599999,-0.98
2.57600e-03,0.74,1.02
2.57760e-03,0.74,-0.94
2.57920e-03,-0.26,1.02
2.58080e-03,-0.86,-0.94
2.58240e-03,-0.0599999,1.02
2.58400e-03,0.74,-0.98
2.58560e-03,0.7,1.02
2.58720e-03,-0.26,-0.94
2.58880e-03,-0.86,1.02
2.59040e-03,-0.0599999,-0.98
2.59200e-03,0.74,1.02
2.59360e-03,0.7,-0.94
2.59520e-03,-0.26,1.02
2.59680e-03,-0.9,-0.98
2.59840e-03,-0.0199999,1.02
2.60000e-03,0.78,-0.94
2.60160e-03,0.74,1.02
2.60320e-03,-0.26,-0.98
2.60480e-03,-0.9,1.02
2.60640e-03,-0.0199999,-0.98
2.60800e-03,0.78,1.02
2.60960e-03,0.7,-0.98
2.61120e-03,-0.26,1.02
2.61280e-03,-0.9,-0.94
2.61440e-03,-0.0599999,1.02
2.61600e-03,0.78,-0.98
2.61760e-03,0.74,1.02
2.61920e-03,-0.26,-0.98
2.62080e-03,-0.86,0.98
2.62240e-03,-0.0199999,-0.98
2.62400e-03,0.78,1.02
2.62560e-03,0.74,-0.98
2.62720e-03,-0.26,1.02
2.62880e-03,-0.86,-0.98
2.63040e-03,-0.0199999,1.02
2.63200e-03,0.74,-0.98
2.63360e-03,0.74,1.02
2.63520e-03,-0.26,-0.98
2.63680e-03,-0.9,1.02
2.63840e-03,0.0200001,-0.98
2.64000e-03,0.74,1.02
2.64160e-03,0.74,-0.98
2.64320e-03,-0.22,1.02
2.64480e-03,-0.9,-0.98
2.64640e-03,-0.0199999,1.02
2.64800e-03,0.78,-0.98
2.64960e-03,0.74,1.02
2.65120e-03,-0.22,-0.98
2.65280e-03,-0.9,1.02
2.65440e-03,0.0200001,-0.98
2.65600e-03,0.74,1.02
2.65760e-03,0.78,-1.02
2.65920e-03,-0.22,1.02
2.66080e-03,-0.86,-1.02
2.66240e-03,0.0200001,1.02
2.66400e-03,0.74,-1.02
2.66560e-03,0.74,1.02
2.66720e-03,-0.22,-1.02
2.66880e-03,-0.86,1.02
2.67040e-03,0.0200001,-1.02
2.67200e-03,0.74,1.02
2.67360e-03,0.78,-1.02
2.67520e-03,-0.22,1.02
2.67680e-03,-0.9,-1.02
2.67840e-03,0.0200001,1.02
2.68000e-03,0.74,-1.02
2.68160e-03,0.74,1.06
2.68320e-03,-0.18,-1.02
2.68480e-03,-0.86,1.02
2.68640e-03,0.0200001,-1.02
2.68800e-03,0.78,1.02
2.68960e-03,0.74,-0.98
2.69120e-03,-0.18,1.02
2.69280e-03,-0.9,-1.02
2.69440e-03,0.0200001,1.02
2.69600e-03,0.78,-1.02
2.69760e-03,0.74,1.02
2.69920e-03,-0.18,-1.02
2.70080e-03,-0.9,0.98
2.70240e-03,0.0200001,-1.02
2.70400e-03,0.74,1.02
2.70560e-03,0.74,-0.98
2.70720e-03,-0.22,1.02
2.70880e-03,-0.9,-1.02
2.71040e-03,0.0200001,1.02
2.71200e-03,0.74,-1.02
2.71360e-03,0.74,1.02
2.71520e-03,-0.18,-1.02
2.71680e-03,-0.86,1.02
2.71840e-03,0.0200001,-1.02
2.72000e-03,0.78,1.02
2.72160e-03,0.74,-1.02
2.72320e-03,-0.18,1.02
2.72480e-03,-0.9,-1.02
2.72640e-03,-0.0199999,1.02
2.72800e-03,0.74,-1.02
2.72960e-03,0.74,1.02
2.73120e-03,-0.22,-0.98
2.73280e-03,-0.86,0.98
2.73440e-03,0.0200001,-0.98
2.73600e-03,0.78,1.02
2.73760e-03,0.74,-0.98
2.73920e-03,-0.18,0.98
2.74080e-03,-0.9,-0.98
2.74240e-03,-0.0599999,1.02
2.74400e-03,0.7,-0.98
2.74560e-03,0.78,1.02
2.74720e-03,-0.18,-0.98
2.74880e-03,-0.86,1.02
2.75040e-03,-0.0199999,-1.02
2.75200e-03,0.78,1.02
2.75360e-03,0.78,-0.98
2.75520e-03,-0.18,0.98
2.75680e-03,-0.9,-0.98
2.75840e-03,-0.0199999,1.02
2.76000e-03,0.74,-0.98
2.76160e-03,0.78,1.02
2.76320e-03,-0.14,-0.98
2.76480e-03,-0.9,1.02
2.76640e-03,-0.0999999,-0.98
2.76800e-03,0.74,1.02
2.76960e-03,0.78,-0.98
2.77120e-03,-0.14,1.02
2.77280e-03,-0.9,-0.98
2.77440e-03,-0.0599999,1.02
2.77600e-03,0.74,-0.98
2.77760e-03,0.78,1.02
2.77920e-03,-0.14,-0.94
2.78080e-03,-0.9,1.02
2.78240e-03,-0.0999999,-0.98
2.78400e-03,0.74,1.02
2.78560e-03,0.78,-0.94
2.78720e-03,-0.18,1.02
2.78880e-03,-0.9,-0.98
2.79040e-03,-0.0999999,1.02
2.79200e-03,0.7,-0.94
2.79360e-03,0.78,1.02
2.79520e-03,-0.14,-0.94
2.79680e-03,-0.9,1.02
2.79840e-03,-0.0999999,-0.94
2.80000e-03,0.7,1.02
2.80160e-03,0.78,-0.94
2.80320e-03,-0.14,1.02
2.80480e-03,-0.86,-0.94
2.80640e-03,-0.0999999,1.02
2.80800e-03,0.74,-0.94
2.80960e-03,0.74,1.02
2.81120e-03,-0.14,-0.94
2.81280e-03,-0.9,1.02
2.81440e-03,-0.14,-0.94
2.81600e-03,0.7,1.02
2.81760e-03,0.78,-0.94
2.81920e-03,-0.18,1.02
2.82080e-03,-0.9,-0.9
2.82240e-03,-0.14,1.02
2.82400e-03,0.7,-0.94
2.82560e-03,0.78,1.02
2.82720e-03,-0.14,-0.94
2.82880e-03,-0.9,1.02
2.83040e-03,-0.14,-0.94
2.83200e-03,0.7,1.02
2.83360e-03,0.82,-0.94
2.83520e-03,-0.0999999,1.02
2.83680e-03,-0.9,-0.94
2.83840e-03,-0.14,1.02
2.84000e-03,0.7,-0.94
2.84160e-03,0.78,1.02
2.84320e-03,-0.0999999,-0.9
2.84480e-03,-0.9,1.02
2.84640e-03,-0.14,-0.94
2.84800e-03,0.7,1.02
2.84960e-03,0.78,-0.94
2.85120e-03,-0.0999999,1.02
2.85280e-03,-0.9,-0.94
2.85440e-03,-0.18,1.02
2.85600e-03,0.7,-0.94
2.85760e-03,0.78,1.02
2.85920e-03,-0.0999999,-0.9
2.86080e-03,-0.9,1.02
2.86240e-03,-0.14,-0.9
2.86400e-03,0.7,1.02
2.86560e-03,0.78,-0.9
2.86720e-03,-0.14,1.02
2.86880e-03,-0.9,-0.94
2.87040e-03,-0.14,1.02
2.87200e-03,0.66,-0.94
2.87360e-03,0.78,1.02
2.87520e-03,-0.0999999,-0.94
2.87680e-03,-0.9,1.02
2.87840e-03,-0.14,-0.94
2.88000e-03,0.66,1.02
2.88160e-03,0.78,-0.94
2.88320e-03,-0.0999999,1.02
2.88480e-03,-0.9,-0.94
2.88640e-03,-0.14,1.02
2.88800e-03,0.62,-0.94
2.88960e-03,0.78,1.02
2.89120e-03,-0.0599999,-0.9
2.89280e-03,-0.9,1.02
2.89440e-03,-0.14,-0.94
2.89600e-03,0.66,1.02
2.89760e-03,0.82,-0.94
2.89920e-03,-0.0599999,1.02
2.90080e-03,-0.9,-0.94
2.90240e-03,-0.14,1.02
2.90400e-03,0.66,-0.94
2.90560e-03,0.78,1.02
2.90720e-03,-0.0599999,-0.94
2.90880e-03,-0.86,1.02
2.91040e-03,-0.14,-0.94
2.91200e-03,0.66,1.06
2.91360e-03,0.82,-0.9
2.91520e-03,-0.0999999,1.02
2.91680e-03,-0.9,-0.94
2.91840e-03,-0.14,1.06
2.92000e-03,0.66,-0.94
2.92160e-03,0.78,1.02
2.92320e-03,-0.0999999,-0.94
2.92480e-03,-0.9,1.02
2.92640e-03,-0.0999999,-0.94
2.92800e-03,0.7,1.06
2.92960e-03,0.78,-0.94
2.93120e-03,-0.0599999,1.06
2.93280e-03,-0.9,-0.94
2.93440e-03,-0.0999999,1.02
2.93600e-03,0.7,-0.94
2.93760e-03,0.82,1.06
2.93920e-03,-0.0599999,-0.98
2.94080e-03,-0.86,1.02
2.94240e-03,-0.14,-0.98
2.94400e-03,0.7,1.06
2.94560e-03,0.78,-0.94
2.94720e-03,-0.0599999,1.06
2.94880e-03,-0.9,-0.98
2.95040e-03,-0.14,1.02
2.95200e-03,0.66,-0.98
2.95360e-03,0.82,1.06
2.95520e-03,-0.0599999,-0.98
2.95680e-03,-0.9,1.06
2.95840e-03,-0.0999999,-0.98
2.96000e-03,0.66,1.06
2.96160e-03,0.82,-0.94
2.96320e-03,-0.0599999,1.06
2.96480e-03,-0.9,-0.98
2.96640e-03,-0.0999999,1.06
2.96800e-03,0.66,-0.98
2.96960e-03,0.82,1.06
2.97120e-03,-0.0599999,-0.98
2.97280e-03,-0.86,1.02
2.97440e-03,-0.0999999,-0.98
2.97600e-03,0.7,1.06
2.97760e-03,0.82,-0.98
2.97920e-03,-0.0599999,1.02
2.98080e-03,-0.86,-0.98
2.98240e-03,-0.0999999,1.02
2.98400e-03,0.7,-0.98
2.98560e-03,0.82,1.02
2.98720e-03,-0.0599999,-0.98
2.98880e-03,-0.86,1.02
2.99040e-03,-0.14,-0.98
2.99200e-03,0.7,1.02
2.99360e-03,0.82,-0.98
2.99520e-03,-0.0599999,1.02
2.99680e-03,-0.86,-0.94
2.99840e-03,-0.0999999,1.02
3.00000e-03,0.66,-0.98
3.00160e-03,0.78,1.02
3.00320e-03,-0.0599999,-0.98
3.00480e-03,-0.86,1.02
3.00640e-03,-0.0999999,-0.98
3.00800e-03,0.7,1.02
3.00960e-03,0.86,-0.94
3.01120e-03,-0.0599999,1.02
3.01280e-03,-0.86,-0.94
3.01440e-03,-0.0999999,1.02
3.01600e-03,0.66,-0.94
3.01760e-03,0.82,1.02
3.01920e-03,-0.0199999,-0.94
3.02080e-03,-0.86,1.02
3.02240e-03,-0.14,-0.94
3.02400e-03,0.66,1.02
3.02560e-03,0.82,-0.94
3.02720e-03,-0.0199999,1.02
3.02880e-03,-0.86,-0.94
3.03040e-03,-0.14,1.02
3.03200e-03,0.7,-0.94
3.03360e-03,0.86,1.02
3.03520e-03,-0.0199999,-0.94
3.03680e-03,-0.86,1.02
3.03840e-03,-0.18,-0.94
3.04000e-03,0.66,1.02
3.04160e-03,0.86,-0.94
3.04320e-03,-0.0199999,1.02
3.04480e-03,-0.82,-0.9
3.04640e-03,-0.18,1.02
3.04800e-03,0.7,-0.9
3.04960e-03,0.82,1.02
3.05120e-03,-0.0599999,-0.94
3.05280e-03,-0.86,1.02
3.05440e-03,-0.22,-0.94
3.05600e-03,0.66,1.02
3.05760e-03,0.86,-0.9
3.05920e-03,0.0200001,1.02
3.06080e-03,-0.86,-0.9
3.06240e-03,-0.22,1.02
3.06400e-03,0.62,-0.9
3.06560e-03,0.82,1.02
3.06720e-03,-0.0199999,-0.9
3.06880e-03,-0.86,1.02
3.07040e-03,-0.22,-0.94
3.07200e-03,0.62,1.02
3.07360e-03,0.82,-0.9
3.07520e-03,0.0200001,1.02
3.07680e-03,-0.86,-0.94
3.07840e-03,-0.22,1.02
3.08000e-03,0.62,-0.94
3.08160e-03,0.82,1.02
3.08320e-03,0.0200001,-0.94
3.08480e-03,-0.86,1.02
3.08640e-03,-0.26,-0.94
3.08800e-03,0.62,1.02
3.08960e-03,0.82,-0.94
3.09120e-03,0.0200001,0.98
3.09280e-03,-0.86,-0.94
3.09440e-03,-0.26,1.02
3.09600e-03,0.62,-0.94
3.09760e-03,0.86,1.02
3.09920e-03,0.0200001,-0.94
3.10080e-03,-0.86,1.02
3.10240e-03,-0.26,-0.94
3.10400e-03,0.58,0.98
3.10560e-03,0.86,-0.94
3.10720e-03,0.0200001,0.98
3.10880e-03,-0.86,-0.94
3.11040e-03,-0.26,1.02
3.11200e-03,0.62,-0.94
3.11360e-03,0.82,1.02
3.11520e-03,0.0200001,-0.94
3.11680e-03,-0.86,0.98
3.11840e-03,-0.3,-0.98
3.12000e-03,0.58,0.98
3.12160e-03,0.82,-0.98
3.12320e-03,0.0600001,0.98
3.12480e-03,-0.86,-0.98
3.12640e-03,-0.3,0.98
3.12800e-03,0.58,-0.98
3.12960e-03,0.86,0.98
3.13120e-03,0.0600001,-0.98
3.13280e-03,-0.86,0.98
3.13440e-03,-0.26,-0.94
3.13600e-03,0.62,1.02
3.13760e-03,0.82,-0.94
3.13920e-03,0.0600001,0.98
3.14080e-03,-0.86,-0.98
3.14240e-03,-0.3,0.98
3.14400e-03,0.58,-0.98
3.14560e-03,0.86,1.02
3.14720e-03,0.0200001,-0.94
3.14880e-03,-0.9,0.98
3.15040e-03,-0.26,-0.98
3.15200e-03,0.58,0.98
3.15360e-03,0.86,-0.98
3.15520e-03,0.0200001,0.98
3.15680e-03,-0.86,-0.98
3.15840e-03,-0.26,1.02
3.16000e-03,0.58,-0.98
3.16160e-03,0.86,1.02
3.16320e-03,0.0600001,-0.98
3.16480e-03,-0.86,0.98
3.16640e-03,-0.3,-0.94
3.16800e-03,0.58,1.02
3.16960e-03,0.82,-0.94
3.17120e-03,0.0600001,1.02
3.17280e-03,-0.86,-0.98
3.17440e-03,-0.26,1.02
3.17600e-03,0.54,-0.98
3.17760e-03,0.86,1.02
3.17920e-03,0.0600001,-0.94
3.18080e-03,-0.86,1.02
3.18240e-03,-0.26,-0.94
3.18400e-03,0.58,1.02
3.18560e-03,0.82,-0.94
3.18720e-03,0.0600001,1.02
3.18880e-03,-0.86,-0.98
3.19040e-03,-0.26,1.02
3.19200e-03,0.58,-0.94
3.19360e-03,0.82,1.02
3.19520e-03,0.0600001,-0.94
3.19680e-03,-0.86,1.02
3.19840e-03,-0.26,-0.98
3.20000e-03,0.62,1.02
3.20160e-03,0.86,-0.94
3.20320e-03,0.0600001,1.02
3.20480e-03,-0.86,-0.94
3.20640e-03,-0.26,1.02
3.20800e-03,0.62,-0.94
3.20960e-03,0.86,1.06
3.21120e-03,0.1,-0.94
3.21280e-03,-0.86,1.02
3.21440e-03,-0.26,-0.98
3.21600e-03,0.62,1.06
3.21760e-03,0.82,-0.94
3.21920e-03,0.0600001,1.02
3.22080e-03,-0.86,-0.94
3.22240e-03,-0.22,1.06
3.22400e-03,0.62,-0.94
3.22560e-03,0.86,1.02
3.22720e-03,0.1,-0.94
3.22880e-03,-0.86,1.02
3.23040e-03,-0.22,-0.94
3.23200e-03,0.62,1.02
3.23360e-03,0.86,-0.94
3.23520e-03,0.1,1.02
3.23680e-03,-0.86,-0.94
3.23840e-03,-0.22,1.06
3.24000e-03,0.58,-0.94
3.24160e-03,0.86,1.06
3.24320e-03,0.0600001,-0.94
3.24480e-03,-0.82,1.06
3.24640e-03,-0.22,-0.94
3.24800e-03,0.58,1.02
3.24960e-03,0.86,-0.9
3.25120e-03,0.1,1.02
3.25280e-03,-0.86,-0.94
3.25440e-03,-0.22,1.06
3.25600e-03,0.58,-0.94
3.25760e-03,0.86,1.02
3.25920e-03,0.1,-0.94
3.26080e-03,-0.86,1.02
3.26240e-03,-0.22,-0.9
3.26400e-03,0.58,1.02
3.26560e-03,0.82,-0.9
3.26720e-03,0.1,1.06
3.26880e-03,-0.82,-0.94
3.27040e-03,-0.22,1.02
3.27200e-03,0.58,-0.94
3.27360e-03,0.86,1.02
3.27520e-03,0.1,-0.9
3.27680e-03,-0.82,1.02
3.27840e-03,-0.26,-0.94
3.28000e-03,0.58,1.02
3.28160e-03,0.82,-0.9
3.28320e-03,0.14,1.02
3.28480e-03,-0.82,-0.94
3.28640e-03,-0.26,1.02
3.28800e-03,0.62,-0.94
3.28960e-03,0.86,1.02
3.29120e-03,0.14,-0.9
3.29280e-03,-0.82,1.02
3.29440e-03,-0.26,-0.94
3.29600e-03,0.58,1.02
3.29760e-03,0.86,-0.94
3.29920e-03,0.14,1.02
3.30080e-03,-0.86,-0.94
3.30240e-03,-0.26,1.02
3.30400e-03,0.62,-0.94
3.30560e-03,0.86,1.02
3.30720e-03,0.14,-0.94
3.30880e-03,-0.86,1.02
3.31040e-03,-0.3,-0.94
3.31200e-03,0.54,1.02
3.31360e-03,0.86,-0.94
3.31520e-03,0.14,0.98
3.31680e-03,-0.86,-0.94
3.31840e-03,-0.3,1.02
3.32000e-03,0.54,-0.94
3.32160e-03,0.86,0.98
3.32320e-03,0.14,-0.94
3.32480e-03,-0.82,0.98
3.32640e-03,-0.34,-0.98
3.32800e-03,0.54,0.98
3.32960e-03,0.86,-0.94
3.33120e-03,0.14,0.98
3.33280e-03,-0.82,-0.98
3.33440e-03,-0.3,1.02
3.33600e-03,0.54,-0.98
3.33760e-03,0.9,0.98
3.33920e-03,0.18,-0.98
3.34080e-03,-0.82,0.98
3.34240e-03,-0.34,-0.98
3.34400e-03,0.54,0.98
3.34560e-03,0.86,-0.98
3.34720e-03,0.18,0.98
3.34880e-03,-0.82,-0.98
3.35040e-03,-0.34,0.98
3.35200e-03,0.54,-0.98
3.35360e-03,0.86,0.98
3.35520e-03,0.18,-0.98
3.35680e-03,-0.82,0.98
3.35840e-03,-0.38,-0.98
3.36000e-03,0.5,0.98
3.36160e-03,0.86,-0.98
3.36320e-03,0.18,0.98
3.36480e-03,-0.82,-0.98
3.36640e-03,-0.38,0.98
3.36800e-03,0.46,-0.98
3.36960e-03,0.86,0.98
3.37120e-03,0.14,-0.98
3.37280e-03,-0.82,0.94
3.37440e-03,-0.38,-0.98
3.37600e-03,0.5,0.98
3.37760e-03,0.86,-0.98
3.37920e-03,0.18,0.98
3.38080e-03,-0.82,-1.02
3.38240e-03,-0.38,0.98
3.38400e-03,0.5,-0.98
3.38560e-03,0.9,0.94
3.38720e-03,0.18,-0.98
3.38880e-03,-0.82,0.98
3.39040e-03,-0.38,-1.02
3.39200e-03,0.5,0.94
3.39360e-03,0.9,-1.02
3.39520e-03,0.18,0.94
3.39680e-03,-0.82,-0.98
3.39840e-03,-0.38,0.94
3.40000e-03,0.5,-0.98
3.40160e-03,0.86,0.94
3.40320e-03,0.18,-0.98
3.40480e-03,-0.82,0.94
3.40640e-03,-0.42,-0.98
3.40800e-03,0.46,0.94
3.40960e-03,0.9,-0.98
3.41120e-03,0.18,0.94
3.41280e-03,-0.82,-1.02
3.41440e-03,-0.42,0.94
3.41600e-03,0.5,-0.98
3.41760e-03,0.9,0.94
3.41920e-03,0.22,-0.98
3.42080e-03,-0.82,0.98
3.42240e-03,-0.42,-1.02
3.42400e-03,0.46,0.94
3.42560e-03,0.86,-0.98
3.42720e-03,0.22,0.94
3.42880e-03,-0.82,-0.98
3.43040e-03,-0.42,0.98
3.43200e-03,0.46,-0.98
3.43360e-03,0.9,0.94
3.43520e-03,0.22,-1.02
3.43680e-03,-0.82,0.98
3.43840e-03,-0.42,-0.98
3.44000e-03,0.46,0.98
3.44160e-03,0.86,-0.98
3.44320e-03,0.22,0.98
3.44480e-03,-0.82,-0.98
3.44640e-03,-0.38,0.98
3.44800e-03,0.46,-1.02
3.44960e-03,0.86,0.98
3.45120e-03,0.18,-0.98
3.45280e-03,-0.78,0.98
3.45440e-03,-0.42,-1.02
3.45600e-03,0.5,0.98
3.45760e-03,0.86,-1.02
3.45920e-03,0.22,1.02
3.46080e-03,-0.78,-1.02
3.46240e-03,-0.38,0.98
3.46400e-03,0.5,-1.02
3.46560e-03,0.9,1.02
3.46720e-03,0.22,-0.98
3.46880e-03,-0.82,0.98
3.47040e-03,-0.38,-1.02
3.47200e-03,0.5,1.02
3.47360e-03,0.86,-0.98
3.47520e-03,0.22,1.02
3.47680e-03,-0.78,-0.98
3.47840e-03,-0.38,1.02
3.48000e-03,0.5,-1.02
3.48160e-03,0.9,1.02
3.48320e-03,0.22,-0.98
3.48480e-03,-0.82,1.02
3.48640e-03,-0.38,-0.98
3.48800e-03,0.5,1.02
3.48960e-03,0.9,-0.98
3.49120e-03,0.22,1.02
3.49280e-03,-0.78,-1.02
3.49440e-03,-0.34,1.02
3.49600e-03,0.5,-0.98
3.49760e-03,0.86,1.02
3.49920e-03,0.26,-0.98
3.50080e-03,-0.82,1.02
3.50240e-03,-0.38,-0.98
3.50400e-03,0.5,1.02
3.50560e-03,0.86,-0.98
3.50720e-03,0.22,1.02
3.50880e-03,-0.82,-0.98
3.51040e-03,-0.34,1.02
3.51200e-03,0.5,-0.98
3.51360e-03,0.9,1.06
3.51520e-03,0.22,-0.98
3.51680e-03,-0.82,1.02
3.51840e-03,-0.38,-0.98
3.52000e-03,0.5,1.02
3.52160e-03,0.86,-0.98
3.52320e-03,0.22,1.02
3.52480e-03,-0.82,-0.98
3.52640e-03,-0.38,1.02
3.52800e-03,0.5,-0.98
3.52960e-03,0.86,1.02
3.53120e-03,0.26,-0.98
3.53280e-03,-0.78,1.02
3.53440e-03,-0.38,-0.98
3.53600e-03,0.5,1.02
3.53760e-03,0.9,-0.98
3.53920e-03,0.26,1.02
3.54080e-03,-0.82,-0.98
3.54240e-03,-0.38,1.02
3.54400e-03,0.5,-0.98
3.54560e-03,0.86,1.02
3.54720e-03,0.22,-0.98
3.54880e-03,-0.78,1.02
3.55040e-03,-0.42,-0.98
3.55200e-03,0.5,1.02
3.55360e-03,0.9,-0.98
3.55520e-03,0.26,1.02
3.55680e-03,-0.78,-0.98
3.55840e-03,-0.38,1.02
3.56000e-03,0.46,-0.98
3.56160e-03,0.86,0.98
3.56320e-03,0.26,-0.98
3.56480e-03,-0.78,0.98
3.56640e-03,-0.42,-0.98
3.56800e-03,0.5,0.98
3.56960e-03,0.86,-0.98
3.57120e-03,0.22,0.98
3.57280e-03,-0.78,-0.98
3.57440e-03,-0.42,0.98
3.57600e-03,0.46,-0.98
3.57760e-03,0.9,0.98
3.57920e-03,0.26,-0.98
3.58080e-03,-0.74,0.98
3.58240e-03,-0.42,-0.98
3.58400e-03,0.46,0.98
3.58560e-03,0.86,-0.98
3.58720e-03,0.26,0.98
3.58880e-03,-0.78,-0.98
3.59040e-03,-0.42,0.98
3.59200e-03,0.46,-0.98
3.59360e-03,0.86,0.98
3.59520e-03,0.26,-0.98
3.59680e-03,-0.78,0.98
3.59840e-03,-0.46,-1.02
3.60000e-03,0.46,0.98
3.60160e-03,0.86,-0.98
3.60320e-03,0.3,0.94
3.60480e-03,-0.78,-0.98
3.60640e-03,-0.46,0.98
3.60800e-03,0.46,-1.02
3.60960e-03,0.86,0.94
3.61120e-03,0.3,-0.98
3.61280e-03,-0.74,0.94
3.61440e-03,-0.46,-1.02
3.61600e-03,0.42,0.94
3.61760e-03,0.86,-0.98
3.61920e-03,0.3,0.98
3.62080e-03,-0.78,-0.98
3.62240e-03,-0.46,0.94
3.62400e-03,0.42,-1.02
3.62560e-03,0.86,0.94
3.62720e-03,0.3,-1.02
3.62880e-03,-0.74,0.94
3.63040e-03,-0.5,-1.02
3.63200e-03,0.42,0.94
3.63360e-03,0.86,-1.02
3.63520e-03,0.3,0.94
3.63680e-03,-0.74,-1.02
3.63840e-03,-0.5,0.98
3.64000e-03,0.38,-1.02
3.64160e-03,0.86,0.94
3.64320e-03,0.3,-1.02
3.64480e-03,-0.74,0.94
3.64640e-03,-0.5,-1.02
3.64800e-03,0.42,0.98
3.64960e-03,0.86,-1.02
3.65120e-03,0.3,0.98
3.65280e-03,-0.78,-1.02
3.65440e-03,-0.5,0.98
3.65600e-03,0.42,-1.02
3.65760e-03,0.9,0.98
3.65920e-03,0.3,-1.02
3.66080e-03,-0.74,0.98
3.66240e-03,-0.46,-1.02
3.66400e-03,0.38,0.98
3.66560e-03,0.86,-1.02
3.66720e-03,0.3,0.98
3.66880e-03,-0.74,-1.02
3.67040e-03,-0.54,0.98
3.67200e-03,0.34,-1.02
3.67360e-03,0.9,0.94
3.67520e-03,0.3,-0.98
3.67680e-03,-0.78,0.98
3.67840e-03,-0.5,-1.02
3.68000e-03,0.38,0.98
3.68160e-03,0.9,-1.06
3.68320e-03,0.34,0.98
3.68480e-03,-0.74,-1.02
3.68640e-03,-0.5,0.98
3.68800e-03,0.34,-1.02
3.68960e-03,0.86,0.98
3.69120e-03,0.34,-1.02
3.69280e-03,-0.74,0.98
3.69440e-03,-0.5,-1.02
3.69600e-03,0.42,0.98
3.69760e-03,0.86,-1.02
3.69920e-03,0.3,0.94
3.70080e-03,-0.74,-0.98
3.70240e-03,-0.5,0.98
3.70400e-03,0.34,-1.02
3.70560e-03,0.86,0.98
3.70720e-03,0.34,-1.02
3.70880e-03,-0.74,0.98
3.71040e-03,-0.5,-1.02
3.71200e-03,0.38,0.98
3.71360e-03,0.9,-1.02
3.71520e-03,0.34,0.94
3.71680e-03,-0.74,-1.02
3.71840e-03,-0.5,0.98
3.72000e-03,0.38,-1.02
3.72160e-03,0.86,0.98
3.72320e-03,0.34,-1.02
3.72480e-03,-0.74,0.94
3.72640e-03,-0.54,-1.06
3.72800e-03,0.38,0.98
3.72960e-03,0.9,-1.02
3.73120e-03,0.34,0.94
3.73280e-03,-0.74,-1.02
3.73440e-03,-0.46,0.98
3.73600e-03,0.38,-1.02
3.73760e-03,0.86,0.98
3.73920e-03,0.34,-1.02
